customer_id,name,gender,past_3_years_bike_related_purchases,DOB,age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
662,Bonnibelle Imos,Female,41,1967-07-04,56.00 ,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5
676,Curtis ,Male,51,1968-05-19,55.00 ,Senior Editor,n/a,High Net Worth,N,Yes,14
790,Yvonne ,Female,22,1968-03-24,55.00 ,Senior Editor,n/a,Affluent Customer,N,No,15
835,Zachary Matyukon,Male,85,1968-04-22,55.00 ,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,9
1003,Mariann O'Geaney,Female,35,1968-02-03,55.00 ,Paralegal,Financial Services,High Net Worth,N,No,18
1005,Kalila Birtwistle,Female,94,1967-09-15,56.00 ,Design Engineer,IT,High Net Worth,N,Yes,8
1059,Chantal Plante,Female,68,1968-02-16,55.00 ,Account Representative III,Entertainment,High Net Worth,N,Yes,6
1075,Cullin Elcoate,Male,26,1967-07-25,56.00 ,Administrative Officer,Manufacturing,High Net Worth,N,No,7
1097,Gwenora Grabbam,Female,71,1968-01-31,55.00 ,Engineer II,Financial Services,Mass Customer,N,Yes,18
1133,Forrester McFetridge,Male,88,1968-01-26,55.00 ,NA,Manufacturing,Affluent Customer,N,No,6
1149,Ki Odo,Female,29,1967-09-30,55.00 ,Developer III,n/a,Affluent Customer,N,Yes,14
1169,Kessiah Corden,Female,33,1967-08-09,56.00 ,Actuary,Financial Services,Mass Customer,N,Yes,13
1249,Tabb McKeowon,Male,11,1967-10-31,55.00 ,NA,Telecommunications,Mass Customer,N,No,16
1262,Aindrea MacConchie,Female,90,1967-12-07,55.00 ,Technical Writer,n/a,High Net Worth,N,Yes,19
1290,Vassily Ramalho,Male,49,1967-08-08,56.00 ,VP Marketing,Financial Services,High Net Worth,N,Yes,6
1386,Mufinella Kalvin,Female,71,1967-06-12,56.00 ,Help Desk Technician,Retail,Mass Customer,N,Yes,12
1399,Kaye Clulow,Female,84,1967-09-08,56.00 ,Staff Scientist,Manufacturing,Mass Customer,N,No,15
1435,Derek Podmore,Male,96,1968-04-27,55.00 ,Software Engineer II,Telecommunications,Affluent Customer,N,Yes,19
1449,Ashly Abramamovh,Female,38,1967-08-26,56.00 ,Staff Accountant IV,n/a,High Net Worth,N,No,4
1503,Del Scullin,Female,1,1968-02-25,55.00 ,Media Manager III,n/a,Affluent Customer,N,No,6
1516,Ham Pietrusiak,Male,6,1967-07-12,56.00 ,VP Sales,IT,Affluent Customer,N,No,19
1861,Charlena Muzzi,Female,26,1967-07-18,56.00 ,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8
1893,Gunar Sleit,Male,25,1968-04-22,55.00 ,Administrative Officer,n/a,Mass Customer,N,No,5
1954,Greg Iacovo,Male,88,1967-11-29,55.00 ,VP Sales,Manufacturing,Affluent Customer,N,No,5
1982,Julee Hallewell,Female,80,1968-03-30,55.00 ,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,16
2204,Kacie Barthram,Female,16,1967-09-07,56.00 ,Librarian,Entertainment,High Net Worth,N,No,7
2236,Arin Crickmoor,Male,0,1968-04-16,55.00 ,Data Coordiator,Manufacturing,Affluent Customer,N,Yes,13
2439,Shelly Yakebovitch,Female,44,1967-10-02,55.00 ,NA,Manufacturing,Affluent Customer,N,No,15
2503,Devlin Laneham,Male,80,1967-07-16,56.00 ,Budget/Accounting Analyst I,Health,Affluent Customer,N,Yes,10
2512,Franzen Halliday,Male,3,1968-05-22,55.00 ,Web Developer I,n/a,High Net Worth,N,Yes,19
2693,Abram Phillipson,Male,91,1968-04-11,55.00 ,Research Assistant III,Health,High Net Worth,N,Yes,16
2716,Claribel ,Female,46,1967-07-14,56.00 ,Systems Administrator I,Entertainment,Mass Customer,N,No,7
2748,Dolorita Dufaur,Female,96,1967-08-29,56.00 ,Quality Engineer,Financial Services,Mass Customer,N,No,4
2786,Hubie Bottoner,Male,94,1968-01-21,55.00 ,Accountant III,Health,Mass Customer,N,Yes,11
2831,Starlin Aysh,Female,16,1968-01-22,55.00 ,Programmer Analyst I,Health,Mass Customer,N,Yes,11
2843,Lorain Danforth,Female,42,1968-04-20,55.00 ,Recruiter,Financial Services,Affluent Customer,N,Yes,5
2877,Vaughan Frank,Male,59,1967-11-01,55.00 ,Senior Sales Associate,Property,Affluent Customer,N,Yes,18
2880,Ingra Kelby,Male,43,1967-11-15,55.00 ,Legal Assistant,Health,Mass Customer,N,No,7
2911,Janenna Knowlman,Female,55,1968-04-26,55.00 ,Assistant Media Planner,Entertainment,Mass Customer,N,No,11
2971,Esther Caught,Female,5,1968-01-16,55.00 ,Marketing Assistant,Manufacturing,High Net Worth,N,Yes,8
3049,Tristam O'Fallone,Male,72,1967-07-15,56.00 ,NA,Property,High Net Worth,N,Yes,12
3056,Catlin Storm,Female,43,1968-05-27,55.00 ,Health Coach II,Entertainment,Mass Customer,N,No,18
3108,Trip Ahmed,Male,94,1967-10-01,55.00 ,Accounting Assistant III,Entertainment,Mass Customer,N,No,10
3163,Irvine Mc Mechan,Male,38,1968-06-01,55.00 ,Environmental Specialist,Agriculture,Affluent Customer,N,No,19
3170,Bethanne Kytter,Female,67,1968-01-26,55.00 ,Nurse Practicioner,Entertainment,Mass Customer,N,No,11
3182,Catherina Hammel,Female,50,1967-10-03,55.00 ,NA,Financial Services,Affluent Customer,N,No,15
3217,Lorena Titterrell,Female,95,1968-03-12,55.00 ,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,8
3246,Norene Merle,Female,73,1968-05-20,55.00 ,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,4
3361,Riva Yushin,Female,68,1968-01-20,55.00 ,General Manager,Property,Mass Customer,N,Yes,9
3368,Tanya Boddis,Female,7,1967-07-17,56.00 ,Technical Writer,Financial Services,Affluent Customer,N,No,16
3470,Catherina Ricca,Female,56,1967-10-01,55.00 ,Recruiting Manager,Health,Affluent Customer,N,Yes,6
3500,Josy Fleeman,Female,71,1967-07-21,56.00 ,NA,Entertainment,Affluent Customer,N,No,17
3536,Laurence Aulsford,Male,46,1967-12-24,55.00 ,Professor,Retail,Affluent Customer,N,No,18
3644,Peder Frotton,Male,13,1968-01-18,55.00 ,Physical Therapy Assistant,Financial Services,High Net Worth,N,Yes,17
3689,Orel Joncic,Female,26,1967-09-25,55.00 ,NA,Health,Mass Customer,N,Yes,7
3798,Yorker Dennison,Male,13,1968-02-22,55.00 ,NA,Manufacturing,Mass Customer,N,Yes,17
3849,Marice Morrice,Female,2,1968-01-01,55.00 ,Database Administrator III,Property,Mass Customer,N,Yes,15
3880,Donella Disley,Female,77,1968-01-13,55.00 ,Web Designer I,Manufacturing,Mass Customer,N,No,14
3897,Vanni McAloren,Female,36,1967-06-24,56.00 ,Junior Executive,Manufacturing,High Net Worth,N,Yes,5
3905,Leodora Cowill,Female,72,1967-10-22,55.00 ,Product Engineer,Agriculture,High Net Worth,N,No,5
3952,Di Borsnall,Female,96,1968-05-09,55.00 ,NA,Manufacturing,Affluent Customer,N,No,10
29,Mona Sancraft,Female,62,1968-06-22,55.00 ,Safety Technician III,Manufacturing,Mass Customer,N,No,19
79,Tybi Silliman,Female,76,1968-10-02,54.00 ,Account Executive,Manufacturing,Mass Customer,N,No,18
96,Heath Olford,Male,33,1968-08-31,55.00 ,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,15
304,Paddy Mumbray,Male,36,1969-03-27,54.00 ,VP Marketing,Manufacturing,Mass Customer,N,Yes,15
318,Libbie Castelin,Female,21,1969-05-19,54.00 ,Programmer III,Retail,Affluent Customer,N,Yes,18
327,Cris Richfield,Female,10,1968-07-24,55.00 ,Design Engineer,Health,Mass Customer,N,No,12
357,Betta Shrimpton,Female,21,1969-01-25,54.00 ,Director of Sales,n/a,Affluent Customer,N,No,18
398,Randee Douberday,Female,20,1969-01-18,54.00 ,NA,Retail,Affluent Customer,N,No,11
458,Osborn Pentony,Male,57,1969-04-21,54.00 ,Account Representative IV,Manufacturing,Affluent Customer,N,Yes,18
581,Brenna Dacks,Female,32,1969-05-22,54.00 ,Computer Systems Analyst IV,Financial Services,Mass Customer,N,Yes,16
596,Sue Chapelhow,Female,9,1968-10-20,54.00 ,Recruiter,Property,Affluent Customer,N,No,13
622,Arri Lamden,Male,18,1968-10-18,54.00 ,NA,Financial Services,Mass Customer,N,No,17
688,Baron Bullus,Male,90,1969-02-15,54.00 ,Junior Executive,Health,High Net Worth,N,No,9
694,Lilith Lanning,Female,66,1968-12-28,54.00 ,Media Manager III,Health,Mass Customer,N,No,13
715,Royal Shinn,Male,50,1968-09-07,55.00 ,Junior Executive,n/a,Mass Customer,N,No,6
730,Robb Poll,Male,42,1968-07-25,55.00 ,Web Designer IV,n/a,Mass Customer,N,No,14
791,Tootsie Hurt,Female,3,1968-09-29,54.00 ,Professor,Manufacturing,Mass Customer,N,Yes,14
876,Neil Jencey,Male,44,1968-10-06,54.00 ,Physical Therapy Assistant,IT,High Net Worth,N,No,19
897,Pris Fance,Female,25,1969-01-11,54.00 ,Account Executive,Manufacturing,Mass Customer,N,No,11
912,Vince Dalmon,Male,37,1968-07-19,55.00 ,Sales Representative,Retail,Mass Customer,N,Yes,19
960,Lannie Crumley,Male,1,1968-10-10,54.00 ,GIS Technical Architect,Health,Mass Customer,N,Yes,12
963,Valery Haresign,Female,56,1968-07-28,55.00 ,Budget/Accounting Analyst I,n/a,High Net Worth,N,Yes,16
1057,Laryssa Durdle,Female,73,1969-04-06,54.00 ,Registered Nurse,Health,Mass Customer,N,No,5
1101,Haily McWilliams,Female,76,1968-12-22,54.00 ,Senior Editor,n/a,Mass Customer,N,No,15
1147,Tate Studholme,Male,71,1968-07-09,55.00 ,Health Coach II,Entertainment,High Net Worth,N,Yes,9
1184,Auberta Teodori,Female,89,1968-10-07,54.00 ,Social Worker,Health,Mass Customer,N,No,13
1190,Sib Gilby,Female,67,1968-09-07,55.00 ,Assistant Professor,Financial Services,Affluent Customer,N,Yes,10
1212,Cindy Freeborn,Female,28,1968-10-24,54.00 ,Legal Assistant,Property,Affluent Customer,N,No,13
1217,Dulcinea Janssen,Female,67,1968-08-19,55.00 ,Structural Engineer,Manufacturing,High Net Worth,N,No,16
1235,Sharon Cranage,Female,24,1969-02-28,54.00 ,Dental Hygienist,Health,Mass Customer,N,No,9
1281,Leighton Zisneros,Male,29,1968-07-07,55.00 ,Administrative Assistant III,Manufacturing,Affluent Customer,N,Yes,16
1325,Ty Belliard,Male,67,1968-08-25,55.00 ,Account Executive,Agriculture,High Net Worth,N,Yes,14
1637,Timothee Mervyn,Male,78,1969-02-07,54.00 ,Statistician II,Manufacturing,High Net Worth,N,No,6
1697,Eddi Mansbridge,Female,44,1969-03-29,54.00 ,Occupational Therapist,Health,Mass Customer,N,Yes,12
1751,Sara-ann Haddick,Female,49,1969-03-23,54.00 ,NA,Health,Mass Customer,N,No,4
1759,Quillan Shortland,Male,52,1969-06-02,54.00 ,Biostatistician IV,Financial Services,High Net Worth,N,No,15
1794,Caro McKirton,Female,53,1969-03-10,54.00 ,Administrative Officer,Property,Mass Customer,N,No,8
1857,Purcell Chinnery,Male,57,1968-09-20,55.00 ,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,5
1914,Clyve Sandwick,Male,72,1968-06-21,55.00 ,VP Product Management,Financial Services,Mass Customer,N,No,5
1995,Mabel Sallter,Female,6,1969-03-26,54.00 ,Automation Specialist II,n/a,Mass Customer,N,Yes,11
2042,Bendix Cooke,Male,65,1968-08-14,55.00 ,Registered Nurse,Health,Mass Customer,N,No,17
2064,Reynard Jaffrey,Male,99,1969-05-19,54.00 ,VP Marketing,Health,Mass Customer,N,Yes,18
2076,Beatriz Tweddle,Female,73,1969-06-03,54.00 ,Assistant Manager,Manufacturing,Mass Customer,N,Yes,5
2096,Torrie Smartman,Female,74,1969-05-21,54.00 ,Programmer III,Telecommunications,High Net Worth,N,Yes,12
2152,Junina Labone,Female,40,1968-11-05,54.00 ,Database Administrator III,Manufacturing,Mass Customer,N,Yes,19
2428,Pauly Keightley,Male,74,1968-07-26,55.00 ,Help Desk Operator,n/a,Mass Customer,N,Yes,9
2430,Humbert Dikles,Male,38,1968-09-06,55.00 ,Quality Engineer,n/a,Mass Customer,N,No,5
2497,Gustav Aaronsohn,Male,33,1969-04-05,54.00 ,Administrative Assistant IV,Property,Affluent Customer,N,No,12
2524,Rustie Kingsland,Male,84,1969-05-29,54.00 ,Help Desk Technician,Retail,Mass Customer,N,Yes,8
2526,Izaak Dopson,Male,89,1969-02-01,54.00 ,Software Test Engineer II,Manufacturing,Mass Customer,N,No,8
2532,Milli Hubbert,Female,27,1969-05-01,54.00 ,NA,Manufacturing,Mass Customer,N,No,11
2612,Bran Sauven,Male,33,1969-04-30,54.00 ,Statistician I,Retail,Affluent Customer,N,No,18
2633,Shayla Colnett,Female,47,1969-01-18,54.00 ,NA,Property,Mass Customer,N,Yes,12
2721,Alf Farnie,Male,3,1969-02-03,54.00 ,NA,Manufacturing,Mass Customer,N,Yes,17
2756,Cymbre Sloey,Female,11,1969-01-17,54.00 ,NA,Entertainment,Mass Customer,N,No,8
2788,Melantha Pickburn,Female,45,1968-08-06,55.00 ,Social Worker,Health,Affluent Customer,N,No,4
2842,Olimpia Traynor,Female,80,1968-08-12,55.00 ,NA,Health,Mass Customer,N,No,6
2966,Fredi Aldhous,Female,81,1969-05-22,54.00 ,Dental Hygienist,Health,Mass Customer,N,Yes,5
3005,Rafaellle Tantrum,Male,36,1969-01-05,54.00 ,Human Resources Manager,Property,Affluent Customer,N,Yes,8
3013,Lorain Eddisforth,Female,94,1968-07-28,55.00 ,Office Assistant III,Property,High Net Worth,N,No,6
3039,Coralie Guitonneau,Female,52,1968-07-28,55.00 ,NA,Financial Services,Affluent Customer,N,No,18
3048,Kenon Messruther,Male,38,1969-05-27,54.00 ,Legal Assistant,Manufacturing,Mass Customer,N,No,16
3074,Tracie Grishaev,Male,31,1969-02-18,54.00 ,VP Quality Control,Health,Mass Customer,N,Yes,12
3192,Illa Klemenz,Female,37,1968-09-18,55.00 ,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,16
3390,Fayth Baudins,Female,20,1969-01-27,54.00 ,NA,n/a,High Net Worth,N,No,7
3531,Shannah Pountain,Female,4,1969-01-27,54.00 ,Marketing Manager,Retail,Affluent Customer,N,Yes,11
3561,Emelda Allbones,Female,15,1968-11-16,54.00 ,Help Desk Operator,Financial Services,Mass Customer,N,Yes,5
3785,Fernande Jahan,Female,93,1969-04-09,54.00 ,Compensation Analyst,Financial Services,Affluent Customer,N,No,14
3861,Thayne Canepe,Male,87,1968-12-16,54.00 ,Junior Executive,Retail,Affluent Customer,N,No,9
3950,Alic Juniper,Male,72,1968-09-07,55.00 ,Senior Financial Analyst,Financial Services,High Net Worth,N,Yes,12
3966,Astrix Sigward,Female,53,1968-09-15,55.00 ,Geologist I,n/a,Mass Customer,N,Yes,11
60,Nadiya Champerlen,Female,18,1970-02-04,53.00 ,NA,Manufacturing,Mass Customer,N,No,10
69,Heidi Milner,Female,16,1969-06-22,54.00 ,Web Developer II,n/a,Mass Customer,N,No,6
74,Pansy Kiddie,Female,94,1969-06-19,54.00 ,NA,n/a,Mass Customer,N,Yes,6
167,Nathalie Tideswell,Female,95,1969-10-27,53.00 ,NA,Health,High Net Worth,N,Yes,17
234,Mead Alpes,Female,71,1969-08-12,54.00 ,Chief Design Engineer,Retail,High Net Worth,N,No,12
289,Modestia Lithgow,Female,43,1970-04-12,53.00 ,Clinical Specialist,Health,High Net Worth,N,No,10
391,Duffie Woodier,Male,80,1970-03-25,53.00 ,NA,Agriculture,Mass Customer,N,No,16
562,Lindy Fitzpayn,Female,88,1970-06-06,53.00 ,Marketing Assistant,n/a,Mass Customer,N,No,17
710,Benton Oakly,Male,76,1970-03-01,53.00 ,Sales Representative,Retail,High Net Worth,N,Yes,13
731,Lorenza Cawthorne,Female,57,1969-12-04,53.00 ,NA,n/a,Mass Customer,N,No,6
753,Josy St. Quentin,Female,82,1970-03-07,53.00 ,Food Chemist,Health,Affluent Customer,Y,Yes,6
849,Sylvan Capper,Male,72,1969-09-15,54.00 ,Librarian,Entertainment,Mass Customer,N,No,10
864,Regen Nares,Male,6,1970-03-06,53.00 ,NA,Retail,High Net Worth,N,Yes,4
948,Yardley Argo,Male,19,1969-08-09,54.00 ,Recruiting Manager,n/a,Affluent Customer,N,No,10
1036,Randene Ingle,Female,6,1969-11-28,53.00 ,Paralegal,Financial Services,Mass Customer,N,Yes,12
1096,Jakie Mungham,Male,33,1969-11-29,53.00 ,Software Test Engineer I,Health,High Net Worth,N,No,14
1115,Merola Stutard,Female,33,1970-01-18,53.00 ,Account Coordinator,n/a,High Net Worth,N,Yes,17
1178,Angelo Byne,Male,1,1970-05-26,53.00 ,Pharmacist,Health,Mass Customer,N,No,13
1192,Hollyanne McCarter,Female,31,1969-12-12,53.00 ,VP Quality Control,Manufacturing,Mass Customer,N,No,16
1237,Junia Humerstone,Female,6,1969-12-31,53.00 ,Research Nurse,Health,High Net Worth,N,No,16
1305,Averil Gentiry,Male,97,1970-03-01,53.00 ,Executive Secretary,Financial Services,High Net Worth,N,Yes,6
1314,De Eilhart,Female,25,1970-02-23,53.00 ,Clinical Specialist,Health,Mass Customer,N,Yes,6
1406,Georges Tilne,Male,3,1970-05-05,53.00 ,Cost Accountant,Financial Services,High Net Worth,N,Yes,17
1485,Meredeth Luck,Male,50,1969-08-02,54.00 ,Food Chemist,Health,Mass Customer,N,Yes,6
1490,Lusa Hargerie,Female,36,1970-01-03,53.00 ,Cost Accountant,Financial Services,Mass Customer,N,Yes,6
1513,Wendel Cator,Male,13,1970-06-05,53.00 ,Quality Engineer,n/a,Affluent Customer,N,Yes,16
1537,Andres Beranek,Male,23,1969-11-17,53.00 ,Librarian,Entertainment,Mass Customer,N,No,10
1596,Vinnie Sails,Male,2,1969-07-01,54.00 ,Cost Accountant,Financial Services,High Net Worth,N,Yes,8
1644,Gaby Harriot,Male,57,1969-12-01,53.00 ,Speech Pathologist,Health,Mass Customer,N,No,10
1700,Rana Streets,Female,28,1969-09-18,54.00 ,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,14
1796,Cayla Marcus,Female,79,1969-11-28,53.00 ,Desktop Support Technician,Manufacturing,High Net Worth,N,Yes,8
1856,Toni Harbidge,Female,57,1969-07-20,54.00 ,Associate Professor,Retail,Mass Customer,N,No,4
1884,Aurore Buckmaster,Female,19,1969-11-25,53.00 ,NA,Manufacturing,Mass Customer,N,Yes,17
1922,Ailene Tomkies,Female,7,1969-11-11,53.00 ,Speech Pathologist,n/a,High Net Worth,N,Yes,5
2007,Gail Scarrisbrick,Male,8,1970-04-13,53.00 ,Programmer I,Manufacturing,Mass Customer,N,Yes,15
2040,Gal Scardafield,Male,25,1969-09-05,54.00 ,VP Sales,Retail,Affluent Customer,N,Yes,12
2066,Skipp McLarens,Male,91,1969-12-21,53.00 ,Food Chemist,Health,High Net Worth,N,Yes,12
2087,Yehudi Sandon,Male,76,1969-06-08,54.00 ,Administrative Officer,IT,Mass Customer,N,Yes,15
2088,Ernie Wankel,Male,2,1969-10-09,53.00 ,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14
2098,Ame Tossell,Female,82,1969-12-13,53.00 ,Dental Hygienist,Health,High Net Worth,N,No,16
2106,Antons Ley,Male,91,1970-03-19,53.00 ,Project Manager,Financial Services,High Net Worth,N,Yes,13
2171,Laryssa Maes,Female,21,1970-02-10,53.00 ,Pharmacist,Health,High Net Worth,N,No,10
2237,Julia Walden,Female,83,1969-06-26,54.00 ,NA,n/a,Mass Customer,N,Yes,9
2240,Niall Hallifax,Male,4,1969-07-25,54.00 ,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16
2310,Jed Humpherston,Male,12,1970-02-10,53.00 ,Executive Secretary,n/a,High Net Worth,N,Yes,11
2418,Elspeth Brazil,Female,82,1970-04-05,53.00 ,Software Engineer III,Property,Mass Customer,N,Yes,13
2473,Davon ,Male,50,1970-05-10,53.00 ,Administrative Assistant I,Entertainment,Mass Customer,N,Yes,13
2559,Fulvia Bernini,Female,7,1969-06-21,54.00 ,Assistant Media Planner,Entertainment,High Net Worth,N,No,8
2565,Joannes Harbron,Female,62,1969-08-17,54.00 ,Junior Executive,Health,Affluent Customer,N,Yes,9
2771,Jamie Gildersleeve,Female,6,1969-10-05,53.00 ,Recruiting Manager,Retail,Affluent Customer,N,Yes,10
2809,Jenilee Lonsbrough,Female,44,1969-08-11,54.00 ,Statistician IV,Retail,Mass Customer,N,No,10
2885,Minnie Rolley,Female,70,1969-07-03,54.00 ,Compensation Analyst,Financial Services,Mass Customer,N,Yes,4
2896,Chryste Deaville,Female,5,1970-03-25,53.00 ,Financial Advisor,Financial Services,Mass Customer,N,Yes,12
2916,Lauren Adolfson,Male,23,1969-08-03,54.00 ,Product Engineer,Manufacturing,Affluent Customer,N,Yes,9
2957,Hurlee Helleckas,Male,66,1969-11-21,53.00 ,Social Worker,Health,Affluent Customer,N,No,11
3010,Tobye Cock,Female,16,1970-05-20,53.00 ,NA,n/a,Affluent Customer,N,No,5
3113,Wenonah Lethabridge,Female,52,1969-12-06,53.00 ,Teacher,Property,Mass Customer,N,Yes,18
3158,Korey Lansbury,Male,27,1970-05-02,53.00 ,VP Quality Control,Telecommunications,Mass Customer,N,Yes,12
3199,Florry Neasam,Female,98,1969-08-31,54.00 ,Product Engineer,n/a,Mass Customer,N,Yes,15
3230,Calida Clardge,Female,31,1970-02-14,53.00 ,Executive Secretary,Financial Services,Mass Customer,N,No,12
3451,Ruprecht Loreit,Male,88,1970-05-01,53.00 ,Sales Associate,n/a,High Net Worth,N,No,10
3454,Akim Mathes,Male,15,1969-06-09,54.00 ,Web Designer III,n/a,Mass Customer,N,No,18
3489,Margo Fletcher,Female,90,1969-10-30,53.00 ,Help Desk Operator,Agriculture,Mass Customer,N,Yes,9
3501,Kayla Alentyev,Female,63,1970-01-19,53.00 ,Operator,Telecommunications,Mass Customer,N,Yes,18
3576,Rochette Ebbens,Female,10,1969-09-19,54.00 ,Account Coordinator,n/a,Mass Customer,N,No,11
3611,Uriah Chantree,Male,20,1970-04-10,53.00 ,Statistician II,n/a,Affluent Customer,N,Yes,10
3678,Tonya Worthington,Female,52,1969-08-06,54.00 ,Engineer IV,Manufacturing,Mass Customer,N,No,19
3741,Mollee Jeavons,Female,19,1970-02-01,53.00 ,Nurse,n/a,Affluent Customer,N,Yes,16
3766,Marcos Algar,Male,47,1970-04-13,53.00 ,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,19
3777,Letty Giacobelli,Female,13,1969-06-12,54.00 ,Cost Accountant,Financial Services,High Net Worth,N,Yes,6
3808,Cal Wilber,Male,66,1969-10-11,53.00 ,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,11
3816,Farra Klimkiewich,Female,93,1969-10-26,53.00 ,Safety Technician I,Property,Mass Customer,N,Yes,18
3947,Tanitansy McTrustam,Female,26,1970-05-12,53.00 ,GIS Technical Architect,n/a,Mass Customer,N,No,12
3958,Pincus Woodard,Male,8,1970-04-27,53.00 ,Actuary,Financial Services,Affluent Customer,N,Yes,16
3970,Modesty Storks,Female,73,1969-11-27,53.00 ,Sales Representative,Retail,High Net Worth,N,Yes,12
171,Halli Davidoff,Female,62,1970-12-04,52.00 ,Assistant Manager,Manufacturing,Mass Customer,N,No,10
270,Auberta Roundtree,Female,38,1970-12-10,52.00 ,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,17
417,Fernandina Brambley,Female,37,1971-02-17,52.00 ,Biostatistician IV,Agriculture,Mass Customer,N,No,15
489,Tresa Reeks,Female,18,1971-05-31,52.00 ,Senior Editor,Retail,Mass Customer,N,Yes,4
502,Rica Raveau,Female,39,1970-12-24,52.00 ,Teacher,Manufacturing,Mass Customer,N,No,18
508,Abagail Tordiffe,Female,94,1971-01-18,52.00 ,Project Manager,Property,Mass Customer,N,Yes,11
555,Jarib Senior,Male,99,1970-11-08,52.00 ,Junior Executive,Property,Mass Customer,N,No,4
627,Shanta Knill,Female,24,1970-09-24,53.00 ,NA,n/a,High Net Worth,N,No,10
645,Randolf Durant,Male,50,1971-04-01,52.00 ,Analyst Programmer,n/a,High Net Worth,N,No,11
682,Ole Euplate,Male,53,1971-03-16,52.00 ,Health Coach IV,Health,Affluent Customer,N,Yes,7
693,Bambi Hebblethwaite,Female,46,1970-10-27,52.00 ,NA,Financial Services,Affluent Customer,N,Yes,19
838,Hayden Heersema,Male,27,1971-02-03,52.00 ,Financial Advisor,Financial Services,High Net Worth,N,No,15
872,Suki Ivachyov,Female,47,1971-04-28,52.00 ,Structural Engineer,IT,Mass Customer,N,No,13
894,Catie Kibbey,Female,13,1970-12-18,52.00 ,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9
985,Aryn O'Halloran,Female,29,1970-09-30,52.00 ,Help Desk Operator,Retail,High Net Worth,N,No,15
1204,Trudy Huffy,Female,12,1971-03-24,52.00 ,Senior Developer,Manufacturing,Affluent Customer,N,Yes,16
1222,Barbey Ville,Female,83,1970-11-01,52.00 ,Account Executive,Property,Mass Customer,N,No,19
1261,Candice Lohde,Female,61,1971-02-16,52.00 ,Legal Assistant,Manufacturing,Mass Customer,N,No,4
1307,Emlyn Musgrave,Female,73,1970-09-06,53.00 ,Dental Hygienist,Health,High Net Worth,N,Yes,10
1346,Woody Dowthwaite,Male,9,1970-06-19,53.00 ,Administrative Assistant IV,Telecommunications,Mass Customer,N,No,19
1360,Maurice Blas,Male,41,1970-07-04,53.00 ,Design Engineer,Manufacturing,Mass Customer,N,Yes,15
1465,Wilona Osgood,Female,53,1971-02-18,52.00 ,Mechanical Systems Engineer,Financial Services,Mass Customer,N,Yes,5
1518,Dallon Greatreax,Male,66,1971-01-02,52.00 ,Safety Technician IV,Property,Affluent Customer,N,No,18
1615,Evvie Crack,Female,75,1971-02-04,52.00 ,NA,Entertainment,Mass Customer,N,Yes,7
1634,Jordana Beach,Female,20,1970-08-31,53.00 ,Director of Sales,Manufacturing,Affluent Customer,N,No,12
1923,Immanuel Farlamb,Male,52,1970-08-23,53.00 ,Health Coach IV,Health,Mass Customer,N,No,9
2020,Portia Proudlock,Female,50,1971-05-06,52.00 ,Biostatistician IV,Property,Affluent Customer,N,Yes,14
2023,Marco Denziloe,Male,15,1971-01-11,52.00 ,Associate Professor,n/a,High Net Worth,N,No,10
2131,Nettle Painter,Female,12,1971-03-21,52.00 ,Payment Adjustment Coordinator,n/a,Mass Customer,N,Yes,7
2215,Viola Wadhams,Female,50,1971-02-20,52.00 ,Structural Engineer,Financial Services,Mass Customer,N,Yes,18
2291,Guido Meynell,Male,67,1971-04-13,52.00 ,Accountant IV,Manufacturing,Affluent Customer,N,Yes,4
2579,Celka Demsey,Female,35,1970-12-31,52.00 ,Desktop Support Technician,Manufacturing,Mass Customer,N,No,16
2616,Andee Ormrod,Female,28,1970-06-11,53.00 ,Nurse,n/a,High Net Worth,N,Yes,13
2666,Lyle Eager,Male,2,1971-02-16,52.00 ,Occupational Therapist,Health,Mass Customer,N,No,9
2711,Steven Keetley,Male,52,1970-08-31,53.00 ,Biostatistician II,Health,Affluent Customer,N,No,6
2803,Ailsun Hawlgarth,Female,95,1970-09-30,52.00 ,Senior Editor,Retail,Mass Customer,N,Yes,11
2823,Weidar Antognazzi,Male,98,1971-04-20,52.00 ,Budget/Accounting Analyst IV,Property,Mass Customer,N,No,7
2825,Tammara Twigley,Female,28,1971-05-22,52.00 ,Budget/Accounting Analyst IV,Manufacturing,Affluent Customer,N,Yes,19
2846,Bryana Lindell,Female,66,1970-08-15,53.00 ,Nurse,Property,Mass Customer,N,No,14
